id,chr,pos,cm
3894,2,149568729,165.779015
3895,2,149577448,165.867572
3896,2,149590283,165.873739
3897,2,149595027,165.993684
3898,2,149924517,166.070119
3899,2,149930890,166.151715
3900,2,150209892,166.356731
3901,2,150211343,166.414527
3902,2,150471360,166.493916
3903,2,150474016,166.568984
3904,2,150750874,166.718772
3905,2,150753044,166.767877
3906,2,151256872,167.010173
3907,2,151271545,167.266478
3908,2,151312236,167.28412
3909,2,151318296,167.548597
3910,2,151427260,167.641667
3911,2,151429183,167.744648
3912,2,151599509,167.825443
3913,2,151617259,167.924811
3914,2,151715691,167.980536
3915,2,151717998,168.061632
3916,2,151729225,168.077304
3917,2,151732979,168.191533
3918,2,151759975,168.209649
3919,2,151776216,168.315591
3920,2,152236398,168.526658
3921,2,152245117,168.627272
3922,2,152492324,168.657957
3923,2,152496038,168.729149
3924,2,153369079,169.078992
3925,2,153463568,169.210137
3926,2,153466691,169.280939
3927,2,153880653,169.440589
3928,2,154003081,169.568573
3929,2,154005348,169.722783
3930,2,154341733,169.941107
3931,2,154346710,170.007175
3932,2,154413874,170.043015
3933,2,154415846,170.11046
3934,2,154436100,170.199909
3935,2,154491513,170.221701
3936,2,154495775,170.285138
3937,2,155027415,170.460444
3938,2,155034787,170.604097
3939,2,155207607,170.661498
3940,2,155213187,170.821925
3941,2,155390620,170.992763
3942,2,155392530,171.132376
3943,2,155636504,171.27056
3944,2,155642765,171.388418
3945,2,155653558,171.431097
3946,2,156420492,171.514814
3947,2,156571307,171.594358
3948,2,156592672,171.694091
3949,2,156764503,171.719792
3950,2,156767093,171.776466
3951,2,156926678,171.845976
3952,2,156991900,171.940852
3953,2,157558583,172.068695
3954,2,157562500,172.176385
3955,2,157659921,172.235624
3956,2,157666197,172.315036
3957,2,158165818,172.557033
3958,2,158169612,172.68667
3959,2,158176294,172.754616
3960,2,158279986,172.797661
3961,2,158283299,172.919389
3962,2,158315629,173.025102
3963,2,158409131,173.084043
3964,2,158416954,173.199734
3965,2,158481992,173.212407
3966,2,158494100,173.299802
3967,2,158519652,173.319949
3968,2,158536291,173.494816
3969,2,158693082,173.611679
3970,2,158698252,173.721799
3971,2,158765030,173.767092
3972,2,158770834,173.825837
3973,2,158888256,173.96529
3974,2,158890813,174.063563
3975,2,158894887,174.108162
3976,2,159035977,174.202169
3977,2,159037227,174.291106
3978,2,159121925,174.419289
3979,2,159575554,174.548332
3980,2,159579618,174.633913
3981,2,159748608,174.849204
3982,2,160054932,174.960222
3983,2,160063473,175.044998
3984,2,160200749,175.092024
3985,2,160211571,175.181426
3986,2,160322783,175.221078
3987,2,160325182,175.283197
3988,2,161074672,175.455817
3989,2,161082126,175.518801
3990,2,161769453,175.680435
3991,2,161866727,175.799148
3992,2,162901327,176.025255
3993,2,162999000,176.1809
3994,2,163414643,176.345682
3995,2,163502130,176.405135
3996,2,163505633,176.492577
3997,2,163618188,176.547968
3998,2,163622736,176.68177
3999,2,164222197,176.890887
4000,2,164230552,176.951276
4001,2,164405728,177.069305
4002,2,164464777,177.203413
4003,2,164468606,177.273247
4004,2,164519281,177.382581
4005,2,164600455,177.39397
4006,2,164700130,177.546187
4007,2,165203117,177.717785
4008,2,165205260,177.77181
4009,2,165497425,177.939676
4010,2,165501849,178.061991
4011,2,165825401,178.188348
4012,2,165832088,178.299447
4013,2,165913564,178.431455
4014,2,166534206,178.783706
4015,2,166539042,178.843295
4016,2,167124221,179.08411
4017,2,167130622,179.180883
4018,2,167157973,179.218954
4019,2,167162277,179.284858
4020,2,167484877,179.462238
4021,2,167491392,179.517537
4022,2,168309526,179.764168
4023,2,168338520,179.849592
4024,2,168437494,179.915851
4025,2,168440052,180.079289
4026,2,168507824,180.110396
4027,2,168511620,180.30019
4028,2,168592910,180.445151
4029,2,168810294,180.604739
4030,2,168813708,180.679135
4031,2,169177672,180.942617
4032,2,169179976,181.03008
4033,2,169223698,181.152138
4034,2,169528887,181.286962
4035,2,169586632,181.365156
4036,2,169589698,181.485812
4037,2,169819824,181.725969
4038,2,169822711,181.915453
4039,2,169967174,182.013271
4040,2,169970353,182.106867
4041,2,170003638,182.194662
4042,2,170139862,182.278009
4043,2,170143192,182.436699
4044,2,170149854,182.455386
4045,2,170151746,182.562738
4046,2,170269320,182.699165
4047,2,170275885,182.917306
4048,2,170973942,183.171784
4049,2,170978340,183.298656
4050,2,171077276,183.378732
4051,2,171079661,183.446339
4052,2,171102202,183.500636
4053,2,171105908,183.6513
4054,2,171131083,183.722745
4055,2,171136568,183.88938
4056,2,171224632,184.021158
4057,2,171226982,184.15296
4058,2,171236108,184.221644
4059,2,171316432,184.295693
4060,2,171324499,184.394852
4061,2,171424479,184.505627
4062,2,171429351,184.659561
4063,2,171439400,184.702302
4064,2,171442077,184.78258
4065,2,171461987,184.833354
4066,2,171473642,184.989444
4067,2,171527966,185.096373
4068,2,171532604,185.1758
4069,2,171567842,185.233866
4070,2,171574217,185.310756
4071,2,172086302,185.509249
4072,2,172091916,185.665567
4073,2,172363209,185.753127
4074,2,172518151,185.904946
4075,2,172525144,185.980296
4076,2,172931559,186.02693
4077,2,172943886,186.173243
4078,2,173135718,186.485957
4079,2,173140255,186.589087
4080,2,173277392,186.817463
4081,2,173299202,186.96033
4082,2,173577528,187.055404
4083,2,173592268,187.125542
4084,2,173783767,187.249925
4085,2,173785000,187.305696
4086,2,173883713,187.392354
4087,2,173886635,187.547029
4088,2,173903800,187.619707
4089,2,174120836,187.74152
4090,2,174125514,187.816838
4091,2,174172733,187.876096
4092,2,174178924,187.965176
4093,2,174265303,188.129977
4094,2,174270251,188.287877
4095,2,174283773,188.305991
4096,2,174286676,188.456206
4097,2,174307309,188.469581
4098,2,174313400,188.776966
4099,2,174466249,188.922919
4100,2,174480429,189.027486
4101,2,174482931,189.161529
4102,2,174552473,189.223417
4103,2,174554115,189.304669
4104,2,174708580,189.468017
4105,2,174714533,189.543632
4106,2,174893412,189.700669
4107,2,174901256,189.787769
4108,2,174917307,189.80139
4109,2,174928360,189.964101
4110,2,175150926,190.014251
4111,2,175365518,190.165379
4112,2,175372957,190.219558
4113,2,175558804,190.303178
4114,2,175588092,190.445434
4115,2,175590459,190.559121
4116,2,175656942,190.672745
4117,2,175901184,190.712115
4118,2,175924184,190.820371
4119,2,176417326,190.922265
4120,2,176636863,191.048764
4121,2,176736303,191.184416
4122,2,176741749,191.268448
4123,2,176772269,191.342411
4124,2,176950926,191.395409
4125,2,176976309,191.472254
4126,2,177073853,191.535173
4127,2,177076041,191.601591
4128,2,177327202,191.743664
4129,2,177331710,191.974181
4130,2,177363159,192.09097
4131,2,177364876,192.164297
4132,2,177426301,192.305314
4133,2,177544551,192.418374
4134,2,177551148,192.513854
4135,2,177599851,192.553271
4136,2,177615308,192.747856
4137,2,177704758,192.870544
4138,2,177888784,192.969554
4139,2,177935371,193.03539
4140,2,177936515,193.09286
4141,2,178148204,193.162824
4142,2,178151405,193.221361
4143,2,178538834,193.320291
4144,2,178551958,193.37053
4145,2,178553569,193.456959
4146,2,179243248,193.726157
4147,2,179244614,193.778286
4148,2,179853545,193.952106
4149,2,179860406,194.0007
4150,2,180136431,194.06486
4151,2,180140794,194.12626
4152,2,180202305,194.177447
4153,2,180204782,194.317309
4154,2,180220489,194.3493
4155,2,180223244,194.450219
4156,2,180336583,194.55013
4157,2,180338721,194.622321
4158,2,180397455,194.663843
4159,2,180398833,194.748696
4160,2,180565170,194.867703
4161,2,180568975,194.945925
4162,2,180661233,194.993356
4163,2,180664033,195.130414
4164,2,180739450,195.180621
4165,2,180744430,195.243888
4166,2,180779911,195.284551
4167,2,180781224,195.34696
4168,2,180874721,195.374546
4169,2,180876403,195.486042
4170,2,181086493,195.63803
4171,2,181310925,195.687363
4172,2,181314746,195.782106
4173,2,181626750,195.894362
4174,2,181629741,195.994321
4175,2,181671221,196.083067
4176,2,181811256,196.155832
4177,2,181812942,196.19285
4178,2,182262849,196.320571
4179,2,182268826,196.437351
4180,2,182288249,196.444946
4181,2,182308352,196.562557
4182,2,182355025,196.651782
4183,2,182838728,196.833438
4184,2,182850026,196.997775
4185,2,183687322,197.319098
4186,2,183689763,197.462787
4187,2,183699584,197.503777
4188,2,183701588,197.579322
4189,2,184141026,197.783762
4190,2,184146150,197.89714
4191,2,184336976,197.968975
4192,2,184353939,198.036324
4193,2,184358804,198.129068
4194,2,184442388,198.175362
4195,2,184444994,198.321248
4196,2,185279087,198.517449
4197,2,185283055,198.626252
4198,2,185599568,198.787809
4199,2,186241518,198.896608
4200,2,186247637,199.059351
4201,2,187685807,199.265953
4202,2,187811808,199.372803
4203,2,188475822,199.470062
4204,2,188664170,199.572177
4205,2,188673462,199.628113
4206,2,189075481,199.832084
4207,2,189749468,199.931609
4208,2,189752643,199.985204
4209,2,189881677,200.072138
4210,2,189882901,200.159219
4211,2,190358807,200.226043
4212,2,190492804,200.428088
4213,2,190794689,200.490549
4214,2,190798570,200.544567
4215,2,190940528,200.57602
4216,2,190944864,200.699419
4217,2,191033749,200.764501
4218,2,191040574,200.888383
4219,2,191061408,200.979986
4220,2,191873553,201.243381
4221,2,191971565,201.339068
4222,2,191974435,201.416031
4223,2,192030391,201.480536
4224,2,192032089,201.548055
4225,2,192056637,201.607953
4226,2,192331572,201.716946
4227,2,192338836,201.897965
4228,2,192340920,202.035043
4229,2,192361440,202.061269
4230,2,192364713,202.185998
4231,2,192459854,202.377698
4232,2,192465957,202.452468
4233,2,192623362,202.673252
4234,2,192695107,202.700507
4235,2,192699699,202.839637
4236,2,192761102,202.911317
4237,2,192776190,203.0615
4238,2,192792860,203.065898
4239,2,192801018,203.203784
4240,2,192865778,203.253427
4241,2,192867728,203.347237
4242,2,192975449,203.435666
4243,2,192979373,203.502636
4244,2,193028594,203.546671
4245,2,193031408,203.708254
4246,2,193059868,203.746997
4247,2,193065003,203.818368
4248,2,193221041,203.857415
4249,2,193238562,203.959957
4250,2,193329153,203.998177
4251,2,193331208,204.076645
4252,2,193366488,204.103324
4253,2,193376169,204.176027
4254,2,194751693,204.339153
4255,2,195120305,204.44463
4256,2,195151349,204.827336
4257,2,195291673,204.861806
4258,2,195300730,204.98114
4259,2,195368071,205.028624
4260,2,195379734,205.104273
4261,2,195857383,205.306601
4262,2,195951291,205.390862
4263,2,195968141,205.577527
4264,2,196446217,205.774236
4265,2,196448357,205.882808
4266,2,197065964,206.014758
4267,2,197070442,206.169923
4268,2,197139682,206.259394
4269,2,197141271,206.338579
4270,2,197308473,206.454793
4271,2,197311189,206.630668
4272,2,197794166,206.74162
4273,2,197829981,206.810766
4274,2,198027506,206.892963
4275,2,198038952,206.962522
4276,2,198077025,206.983521
4277,2,198080380,207.063271
4278,2,198142210,207.089641
4279,2,198144002,207.174692
4280,2,198954774,207.26375
4281,2,198959372,207.339908
4282,2,199086265,207.39383
4283,2,199119197,207.486615
4284,2,199309378,207.652233
4285,2,199315765,207.72736
4286,2,199356073,207.745976
4287,2,199365358,207.814813
4288,2,199656443,207.932977
4289,2,199658565,208.096482
4290,2,199688838,208.172202
4291,2,200508819,208.338939
4292,2,200518102,208.408487
4293,2,201311772,208.624238
4294,2,201358423,208.733489
4295,2,201490349,208.752031
4296,2,201574835,208.883883
4297,2,201577287,209.006341
4298,2,201727773,209.12814
4299,2,202503225,209.27936
4300,2,202507232,209.365162
4301,2,202544076,209.461732
4302,2,202803860,209.639309
4303,2,202832094,209.754355
4304,2,202834249,209.866715
4305,2,202866693,209.999479
4306,2,203066419,210.103502
4307,2,204444331,210.227211
4308,2,204447071,210.285344
4309,2,204687712,210.40649
4310,2,204690355,210.45629
4311,2,204814676,210.49223
4312,2,204817281,210.600693
4313,2,205024671,210.732585
4314,2,205061536,210.839641
4315,2,205072783,211.146106
4316,2,205222127,211.316624
4317,2,205228510,211.441243
4318,2,205360687,211.549697
4319,2,205365299,211.678712
4320,2,205400216,211.750852
4321,2,205767971,211.899352
4322,2,205800578,212.025334
4323,2,206045927,212.151968
4324,2,206051516,212.227748
4325,2,206261359,212.405308
4326,2,206294418,212.931718
4327,2,206352365,213.192366
4328,2,206494560,213.288842
4329,2,206505305,213.345744
4330,2,206510949,213.488492
4331,2,206543736,213.511258
4332,2,206549479,213.586395
4333,2,206663942,213.82793
4334,2,206669214,213.950571
4335,2,206735305,214.023146
4336,2,206736522,214.103182
4337,2,206748062,214.143631
4338,2,206750687,214.216288
4339,2,206796064,214.27115
4340,2,206808059,214.496083
4341,2,206822533,214.624354
4342,2,207294516,214.773854
4343,2,207305654,214.841508
4344,2,207574333,214.949899
4345,2,207580309,214.994398
4346,2,207722425,215.057555
4347,2,207723830,215.149702
4348,2,207839506,215.225981
4349,2,207841680,215.339694
4350,2,208118483,215.530803
4351,2,208122001,215.664846
4352,2,208536536,215.836411
4353,2,208544582,215.931922
4354,2,208639876,215.986212
4355,2,208651612,216.134403
4356,2,208684341,216.331462
4357,2,208824051,216.413628
4358,2,208826456,216.490011
4359,2,208957750,216.539711
4360,2,209095543,216.847885
4361,2,209471702,216.972418
4362,2,209473559,217.03422
4363,2,209516560,217.057527
4364,2,209519485,217.150917
4365,2,209748709,217.227305
4366,2,209752968,217.284161
4367,2,209940909,217.311768
4368,2,209942078,217.394071
4369,2,210825251,217.602764
4370,2,210842141,217.762457
4371,2,210844176,217.867111
4372,2,211136612,217.890875
4373,2,211510528,218.039896
4374,2,211536846,218.097477
4375,2,211540863,218.202394
4376,2,211904482,218.427151
4377,2,211907289,218.563297
4378,2,212193442,218.688393
4379,2,212377759,218.886214
4380,2,212383520,219.20389
4381,2,212409676,219.235205
4382,2,212415917,219.392813
4383,2,212512446,219.483849
4384,2,212519028,219.563887
4385,2,212591484,219.733811
4386,2,212777601,219.863552
4387,2,212782803,219.981399
4388,2,212845461,220.040807
4389,2,212847371,220.09738
4390,2,213041364,220.218823
4391,2,213043927,220.316175
4392,2,213399917,220.578365
4393,2,213421764,220.763454
4394,2,213551094,220.812792
4395,2,213561598,221.056863
4396,2,213580723,221.131328
4397,2,213808562,221.325658
4398,2,214011940,221.403772
4399,2,214015745,221.467777
4400,2,214117303,221.57213
4401,2,214886433,221.694671
4402,2,214888568,221.758123
4403,2,215003311,221.803416
4404,2,215009358,221.891182
4405,2,215073935,221.913237
4406,2,215080096,221.979263
4407,2,215571889,222.235939
4408,2,215576391,222.372372
4409,2,215898145,222.534305
4410,2,215964050,222.600873
4411,2,215980718,222.718396
4412,2,216138448,222.871766
4413,2,216141618,222.958349
4414,2,216256707,223.023336
4415,2,216263366,223.100785
4416,2,216449620,223.240445
4417,2,216450969,223.341999
4418,2,216557733,223.553323
4419,2,216624977,223.583652
4420,2,216627933,223.654334
4421,2,216755489,223.763436
4422,2,216758854,223.829774
4423,2,216797325,223.890982
4424,2,216800372,223.958973
4425,2,216817509,223.972432
4426,2,216823328,224.116079
4427,2,216854321,224.171856
4428,2,216869780,224.35108
4429,2,216874573,224.545266
4430,2,217243369,224.726859
4431,2,217245937,224.842886
4432,2,217410559,224.903673
4433,2,217477844,225.067666
4434,2,217480229,225.156833
4435,2,217511100,225.194316
4436,2,217521648,225.432185
4437,2,217545618,225.447794
4438,2,217565967,225.682012
4439,2,217712981,225.79008
4440,2,217717319,225.878725
4441,2,217837588,225.984315
4442,2,217857450,226.164043
4443,2,217938519,226.224461
4444,2,217951726,226.412183
4445,2,217978557,226.44675
4446,2,217984660,226.617876
4447,2,218022073,226.637978
4448,2,218026864,226.728636
4449,2,218153472,226.779047
4450,2,218155812,226.874312
4451,2,218217618,226.908972
4452,2,218238881,226.993209
4453,2,218394278,227.070317
4454,2,218396460,227.139562
4455,2,218606004,227.216645
4456,2,218618574,227.338663
4457,2,218664633,227.364748
4458,2,218668732,227.499365
4459,2,218759674,227.651336
4460,2,218803329,227.903885
4461,2,218828035,227.936045
4462,2,218832951,228.085198
4463,2,218939511,228.225653
4464,2,218941916,228.280024
4465,2,219191569,228.336951
4466,2,219272294,228.477323
4467,2,219671598,228.51743
4468,2,219683797,228.682294
4469,2,219835093,228.758566
4470,2,219863656,228.929176
4471,2,220058272,229.006104
4472,2,220072852,229.087736
4473,2,220209814,229.146761
4474,2,220215537,229.211003
4475,2,220299272,229.259544
4476,2,220311039,229.365665
4477,2,220451901,229.521284
4478,2,220458205,229.645077
4479,2,220598327,229.76893
4480,2,220601839,229.953438
4481,2,220695321,230.011949
4482,2,220697170,230.111225
4483,2,220712045,230.135412
4484,2,220719013,230.360228
4485,2,220776816,230.399744
4486,2,220779861,230.528963
4487,2,220793239,230.614585
4488,2,220858704,230.644491
4489,2,220862496,230.738072
4490,2,221016421,230.8906
4491,2,221020873,230.945376
4492,2,221231270,231.066394
4493,2,221364660,231.233332
4494,2,221367107,231.288706
4495,2,221445322,231.306483
4496,2,221448460,231.459293
4497,2,221539821,231.485746
4498,2,221542433,231.578599
4499,2,221643603,231.602046
4500,2,221644928,231.677421
4501,2,221688078,231.733096
4502,2,221689783,231.841168
4503,2,221725744,231.86863
4504,2,221731360,232.033624
4505,2,221800201,232.082424
4506,2,221812691,232.20653
4507,2,222007110,232.35941
4508,2,222019583,232.51113
4509,2,222030838,232.532187
4510,2,222033115,232.618925
4511,2,222071255,232.63526
4512,2,222072535,232.694224
4513,2,222162733,232.735292
4514,2,222165248,232.811817
4515,2,222290027,232.918699
4516,2,222325331,233.026807
4517,2,222519992,233.135941
4518,2,222524442,233.325608
4519,2,222680025,233.416574
4520,2,222682694,233.574168
4521,2,222857113,233.666503
4522,2,222865746,233.891985
4523,2,222927229,233.935094
4524,2,222932490,233.994243
4525,2,222986114,234.025286
4526,2,222987121,234.096587
4527,2,223108399,234.168493
4528,2,223113740,234.301576
4529,2,223173474,234.381411
4530,2,223326448,234.406947
4531,2,223351343,234.566535
4532,2,223353446,234.726889
4533,2,223557529,234.822699
4534,2,223563644,234.960775
4535,2,223656014,235.060227
4536,2,223666190,235.140237
4537,2,223810580,235.184797
4538,2,223815920,235.256672
4539,2,224002355,235.444131
4540,2,224006491,235.562615
4541,2,224174980,235.654756
4542,2,224177150,235.723766
4543,2,224263028,235.791734
4544,2,224266374,235.860887
4545,2,224364255,235.893328
4546,2,224365812,235.968375
4547,2,224472252,236.02297
4548,2,224474315,236.10743
4549,2,224579920,236.184545
4550,2,224584078,236.318862
4551,2,224661371,236.415062
4552,2,224664050,236.467194
4553,2,224832346,236.505244
4554,2,224860216,236.627448
4555,2,224931733,236.68453
4556,2,224933383,236.800663
4557,2,225028919,236.935163
4558,2,225837435,237.260455
4559,2,225841360,237.396807
4560,2,225985821,237.505063
4561,2,225989070,237.590269
4562,2,226112786,237.632096
4563,2,226115125,237.724264
4564,2,226244452,237.793945
4565,2,226246957,237.911362
4566,2,226669669,238.057809
4567,2,226675676,238.242708
4568,2,226689600,238.437761
4569,2,226801844,238.451679
4570,2,226814991,238.569717
4571,2,226856150,238.573266
4572,2,226859891,238.654052
4573,2,227532464,239.037557
4574,2,227537341,239.151279
4575,2,227558737,239.175114
4576,2,227566750,239.402569
4577,2,227581580,239.4116
4578,2,227587546,239.51105
4579,2,227661043,239.549699
4580,2,227668941,239.695253
4581,2,227957614,239.74162
4582,2,227967265,239.822599
4583,2,228053572,239.99671
4584,2,228057792,240.153219
4585,2,228073937,240.279634
4586,2,228117466,240.349525
4587,2,228121147,240.479674
4588,2,228237898,240.550569
4589,2,228291911,240.691435
4590,2,228457117,240.722544
4591,2,228460244,240.829373
4592,2,228522954,240.940144
4593,2,228526100,241.078626
4594,2,228532825,241.169634
4595,2,228565656,241.184844
4596,2,228569190,241.34435
4597,2,228611104,241.504001
4598,2,228615752,241.648371
4599,2,228665114,241.714684
4600,2,228676594,241.828085
4601,2,228688489,241.835412
4602,2,228693582,241.919902
4603,2,228810228,241.979701
4604,2,228811987,242.114469
4605,2,228968841,242.176515
4606,2,228971884,242.225336
4607,2,229231976,242.311496
4608,2,229369758,242.430146
4609,2,229374126,242.559383
4610,2,229592304,242.627743
4611,2,229594355,242.691332
4612,2,229903121,242.830382
4613,2,229907323,242.928455
4614,2,229920520,242.953149
4615,2,229922254,243.053972
4616,2,229974594,243.19039
4617,2,229977865,243.292882
4618,2,230068152,243.351719
4619,2,230071368,243.417275
4620,2,230282624,243.584351
4621,2,230284241,243.683492
4622,2,230366707,243.786736
4623,2,230383826,243.877807
4624,2,230386043,244.017086
4625,2,230472910,244.093363
4626,2,230481637,244.231814
4627,2,230532873,244.341689
4628,2,230543317,244.576833
4629,2,230901647,244.633956
4630,2,230907854,244.699643
4631,2,231076289,244.895226
4632,2,231081384,244.982534
4633,2,231234020,245.041028
4634,2,231235886,245.104661
4635,2,231326201,245.222698
4636,2,231327430,245.303389
4637,2,231440375,245.412902
4638,2,231529222,245.657371
4639,2,231538087,245.804008
4640,2,231563376,245.902527
4641,2,231704107,245.943126
4642,2,231709953,246.034905
4643,2,231841302,246.358433
4644,2,231845762,246.531873
4645,2,231899031,246.638472
4646,2,232187155,246.709925
4647,2,232193032,246.847425
4648,2,232271284,246.884024
4649,2,232349636,247.035888
4650,2,232438298,247.062702
4651,2,232544906,247.263168
4652,2,232585470,247.410654
4653,2,232747461,247.456143
4654,2,232789239,247.548723
4655,2,232796610,247.66553
4656,2,233208988,247.737954
4657,2,233363431,247.961124
4658,2,233372850,248.059549
4659,2,233458679,248.117312
4660,2,233465281,248.258065
4661,2,233549020,248.476379
4662,2,233551530,248.570912
4663,2,233805812,248.642865
4664,2,233963969,248.943809
4665,2,233968153,249.038256
4666,2,233986596,249.158682
4667,2,234089949,249.204161
4668,2,234120556,249.32548
4669,2,234127321,249.449662
4670,2,234140554,249.543937
4671,2,234143244,249.701355
4672,2,234675567,249.846979
4673,2,234699086,249.907479
4674,2,234709540,250.10342
4675,2,234879853,250.29466
4676,2,234887432,250.423687
4677,2,234905719,250.445769
4678,2,234908909,250.546439
4679,2,234937260,250.578411
4680,2,234942536,250.668294
4681,2,234944043,250.784068
4682,2,235009790,250.842512
4683,2,235011203,250.905385
4684,2,235035720,250.917166
4685,2,235042102,251.019806
4686,2,235073458,251.043161
4687,2,235082918,251.264888
4688,2,235147966,251.32529
4689,2,235153682,251.425445
4690,2,235247521,251.60244
4691,2,235270991,251.795845
4692,2,235366951,251.909956
4693,2,235373114,251.991406
4694,2,235395795,252.008223
4695,2,235401020,252.135942
4696,2,235419415,252.174724
4697,2,235432085,252.292418
4698,2,235477886,252.342805
4699,2,235504199,252.490177
4700,2,235516424,252.726733
4701,2,235626316,252.861067
4702,2,235628051,252.954721
4703,2,235794359,253.255919
4704,2,235806200,253.952246
4705,2,235863643,254.013555
4706,2,235900171,254.153403
4707,2,235938690,254.188371
4708,2,235947293,254.362408
4709,2,235967364,254.457185
4710,2,235974114,254.684286
4711,2,236040306,254.808061
4712,2,236044977,254.993486
4713,2,236065853,255.00466
4714,2,236069243,255.122345
4715,2,236200690,255.257198
4716,2,236213037,255.403066
4717,2,236228570,255.415545
4718,2,236234442,255.506681
4719,2,236276440,255.531489
4720,2,236282912,255.681043
4721,2,236373760,255.796363
4722,2,236377559,255.916731
4723,2,236512422,256.065702
4724,2,236532886,256.17507
4725,2,236617582,256.21816
4726,2,236621416,256.291921
4727,2,236766825,256.370755
4728,2,236769249,256.426942
4729,2,236834529,256.473889
4730,2,236836481,256.565024
4731,2,236950634,256.641592
4732,2,236952594,256.767313
4733,2,236960197,256.857319
4734,2,237009511,256.880983
4735,2,237017324,256.953863
4736,2,237195419,257.187588
4737,2,237204719,257.358489
4738,2,237223399,257.371614
4739,2,237231762,257.451932
4740,2,237398836,257.495356
4741,2,237402565,257.622739
4742,2,237446353,257.671987
4743,2,237450912,257.735305
4744,2,237573900,257.936407
4745,2,237575172,258.005987
4746,2,237691825,258.209706
4747,2,237695301,258.308243
4748,2,237740508,258.419342
4749,2,237947288,258.636576
4750,2,237951984,258.750484
4751,2,238094012,258.78506
4752,2,238208652,258.983889
4753,2,238210623,259.119773
4754,2,238265268,259.209606
4755,2,238274828,259.287186
4756,2,238327751,259.355896
4757,2,238334012,259.457145
4758,2,238447168,259.594542
4759,2,238458180,259.722624
4760,2,238501376,259.813
4761,2,238503066,259.902376
4762,2,238648510,260.166927
4763,2,238756929,260.222404
4764,2,238762405,260.3015
4765,2,238809915,260.446688
4766,2,238812036,260.560207
4767,2,238870583,260.755629
4768,2,239035853,260.818533
4769,2,239041595,260.914445
4770,2,239066379,261.005585
4771,2,239121733,261.022307
4772,2,239128117,261.091221
4773,2,239458607,261.212524
4774,2,239525212,261.343194
4775,2,239637675,261.430692
4776,2,239640387,261.542624
4777,2,239751204,261.680309
4778,2,239837458,262.021976
4779,2,239916135,262.154472
4780,2,239929406,262.295187
4781,2,239946756,262.341047
4782,2,239954199,262.618011
4783,2,240040446,262.766564
4784,2,240075545,262.895526
4785,2,240181872,262.980359
4786,2,240184867,263.044745
4787,2,240324316,263.142247
4788,2,240331004,263.268085
4789,2,240455121,263.491858
4790,2,240475501,263.622478
4791,2,240483734,263.800244
4792,2,240490213,263.816939
4793,2,240492722,263.929439
4794,2,240619908,264.073673
4795,2,240632628,264.326281
4796,2,240741278,264.528026
4797,2,240745718,264.647465
4798,2,240782853,264.679712
4799,2,240849333,264.932498
4800,2,240851647,265.0412
4801,2,240882267,265.124368
4802,2,240967561,265.146724
4803,2,240972120,265.326434
4804,2,240995216,265.409622
4805,2,241085226,265.481474
4806,2,241092808,265.643529
4807,2,241108454,265.680224
4808,2,241113452,265.890525
4809,2,241168633,265.949989
4810,2,241176022,266.07478
4811,2,241382083,266.343056
4812,2,241386410,266.40612
4813,2,241453833,266.460444
4814,2,241463453,266.548035
4815,2,241559339,266.676348
4816,2,241563652,266.799463
4817,2,241652703,266.90685
4818,2,241684692,267.04778
4819,2,241911027,267.207651
4820,2,241913553,267.323065
4821,2,241956770,267.419826
4822,2,242147924,267.558922
4823,2,242153671,267.628728
4824,2,242445336,267.717494
4825,2,242486521,267.7958
4826,2,242511547,267.927692
4827,2,242758179,268.216674
4828,2,242917524,268.767087
4829,2,243090997,268.839622
4830,3,61113,0
4831,3,378069,0.273742
4832,3,418585,0.396626
4833,3,452387,0.629084
4834,3,675900,0.818772
4835,3,678347,0.925203
4836,3,920346,1.109814
4837,3,927360,1.21404
4838,3,1091110,1.411015
4839,3,1160515,1.653723
4840,3,1165372,1.747097
4841,3,1293342,1.880427
4842,3,1347068,2.108133
4843,3,1440911,2.26552
4844,3,1448641,2.371239
4845,3,1526976,2.46829
4846,3,1530388,2.646091
4847,3,1623884,2.754282
4848,3,1626409,2.821801
4849,3,1707030,2.946156
4850,3,1708321,3.040054
4851,3,2036052,3.46327
4852,3,2041956,3.525606
4853,3,2142536,3.682456
4854,3,2146505,3.80208
4855,3,2159833,3.873853
4856,3,2331459,4.022875
4857,3,2335062,4.085708
4858,3,2426089,4.181735
4859,3,2427611,4.314323
4860,3,2439211,4.384555
4861,3,2518005,4.422814
4862,3,2600804,4.576417
4863,3,2609580,4.794302
4864,3,2614879,4.807593
4865,3,2617404,4.901974
4866,3,2725060,5.168405
4867,3,2727523,5.229263
4868,3,2748389,5.278408
4869,3,2752024,5.41276
4870,3,2769392,5.437052
4871,3,2771752,5.572066
4872,3,2822150,5.686591
4873,3,2826545,5.77139
4874,3,2862414,5.844091
4875,3,2863963,5.944847
4876,3,2881575,5.978083
4877,3,2886527,6.135413
4878,3,2895621,6.150838
4879,3,2897822,6.230278
4880,3,2921404,6.315785
4881,3,2930924,6.44525
4882,3,2990978,6.577693
4883,3,2992622,6.705854
4884,3,3012466,6.858908
4885,3,3043267,6.92556
4886,3,3048519,7.006517
4887,3,3078840,7.046135
4888,3,3081544,7.167345
4889,3,3099174,7.209935
4890,3,3101524,7.342128
4891,3,3126727,7.466815
4892,3,3139957,7.843291
4893,3,3158485,7.925851
