chr,pos,cm,increment_cm
2,175365518,190.165379,0.151128
2,175372957,190.219558,0.054179
2,175558804,190.303178,0.08362
2,175588092,190.445434,0.142256
2,175590459,190.559121,0.113687
2,175656942,190.672745,0.113624
2,175901184,190.712115,0.03937
2,175924184,190.820371,0.108256
2,176417326,190.922265,0.101894
2,176636863,191.048764,0.126499
2,176736303,191.184416,0.135652
2,176741749,191.268448,0.084032
2,176772269,191.342411,0.073963
2,176950926,191.395409,0.052998
2,176976309,191.472254,0.076845
2,177073853,191.535173,0.062919
2,177076041,191.601591,0.066418
2,177327202,191.743664,0.142073
2,177331710,191.974181,0.230517
2,177363159,192.09097,0.116789
2,177364876,192.164297,0.073327
2,177426301,192.305314,0.141017
2,177544551,192.418374,0.11306
2,177551148,192.513854,0.09548
2,177599851,192.553271,0.039417
2,177615308,192.747856,0.194585
2,177704758,192.870544,0.122688
2,177888784,192.969554,0.09901
2,177935371,193.03539,0.065836
2,177936515,193.09286,0.05747
2,178148204,193.162824,0.069964
2,178151405,193.221361,0.058537
2,178538834,193.320291,0.09893
2,178551958,193.37053,0.050239
2,178553569,193.456959,0.086429
2,179243248,193.726157,0.269198
2,179244614,193.778286,0.052129
2,179853545,193.952106,0.17382
2,179860406,194.0007,0.048594
2,180136431,194.06486,0.06416
2,180140794,194.12626,0.0614
2,180202305,194.177447,0.051187
2,180204782,194.317309,0.139862
2,180220489,194.3493,0.031991
2,180223244,194.450219,0.100919
2,180336583,194.55013,0.099911
2,180338721,194.622321,0.072191
2,180397455,194.663843,0.041522
2,180398833,194.748696,0.084853
2,180565170,194.867703,0.119007
2,180568975,194.945925,0.078222
2,180661233,194.993356,0.047431
2,180664033,195.130414,0.137058
2,180739450,195.180621,0.050207
2,180744430,195.243888,0.063267
2,180779911,195.284551,0.040663
2,180781224,195.34696,0.062409
2,180874721,195.374546,0.027586
2,180876403,195.486042,0.111496
2,181086493,195.63803,0.151988
2,181310925,195.687363,0.049333
2,181314746,195.782106,0.094743
2,181626750,195.894362,0.112256
2,181629741,195.994321,0.099959
2,181671221,196.083067,0.088746
2,181811256,196.155832,0.072765
2,181812942,196.19285,0.037018
2,182262849,196.320571,0.127721
2,182268826,196.437351,0.11678
2,182288249,196.444946,0.007595
2,182308352,196.562557,0.117611
2,182355025,196.651782,0.089225
2,182838728,196.833438,0.181656
2,182850026,196.997775,0.164337
2,183687322,197.319098,0.321323
2,183689763,197.462787,0.143689
2,183699584,197.503777,0.04099
2,183701588,197.579322,0.075545
2,184141026,197.783762,0.20444
2,184146150,197.89714,0.113378
2,184336976,197.968975,0.071835
2,184353939,198.036324,0.067349
2,184358804,198.129068,0.092744
2,184442388,198.175362,0.046294
2,184444994,198.321248,0.145886
2,185279087,198.517449,0.196201
2,185283055,198.626252,0.108803
2,185599568,198.787809,0.161557
2,186241518,198.896608,0.108799
2,186247637,199.059351,0.162743
2,187685807,199.265953,0.206602
2,187811808,199.372803,0.10685
2,188475822,199.470062,0.097259
2,188664170,199.572177,0.102115
2,188673462,199.628113,0.055936
2,189075481,199.832084,0.203971
2,189749468,199.931609,0.099525
2,189752643,199.985204,0.053595
2,189881677,200.072138,0.086934
2,189882901,200.159219,0.087081
2,190358807,200.226043,0.066824
2,190492804,200.428088,0.202045
2,190794689,200.490549,0.062461
2,190798570,200.544567,0.054018
2,190940528,200.57602,0.031453
2,190944864,200.699419,0.123399
2,191033749,200.764501,0.065082
2,191040574,200.888383,0.123882
2,191061408,200.979986,0.091603
2,191873553,201.243381,0.263395
2,191971565,201.339068,0.095687
2,191974435,201.416031,0.076963
2,192030391,201.480536,0.064505
2,192032089,201.548055,0.067519
2,192056637,201.607953,0.059898
2,192331572,201.716946,0.108993
2,192338836,201.897965,0.181019
2,192340920,202.035043,0.137078
2,192361440,202.061269,0.026226
2,192364713,202.185998,0.124729
2,192459854,202.377698,0.1917
2,192465957,202.452468,0.07477
2,192623362,202.673252,0.220784
2,192695107,202.700507,0.027255
2,192699699,202.839637,0.13913
2,192761102,202.911317,0.07168
2,192776190,203.0615,0.150183
2,192792860,203.065898,0.004398
2,192801018,203.203784,0.137886
2,192865778,203.253427,0.049643
2,192867728,203.347237,0.09381
2,192975449,203.435666,0.088429
2,192979373,203.502636,0.06697
2,193028594,203.546671,0.044035
2,193031408,203.708254,0.161583
2,193059868,203.746997,0.038743
2,193065003,203.818368,0.071371
2,193221041,203.857415,0.039047
2,193238562,203.959957,0.102542
2,193329153,203.998177,0.03822
2,193331208,204.076645,0.078468
2,193366488,204.103324,0.026679
2,193376169,204.176027,0.072703
2,194751693,204.339153,0.163126
2,195120305,204.44463,0.105477
2,195151349,204.827336,0.382706
2,195291673,204.861806,0.03447
2,195300730,204.98114,0.119334
2,195368071,205.028624,0.047484
2,195379734,205.104273,0.075649
2,195857383,205.306601,0.202328
2,195951291,205.390862,0.084261
2,195968141,205.577527,0.186665
2,196446217,205.774236,0.196709
2,196448357,205.882808,0.108572
2,197065964,206.014758,0.13195
2,197070442,206.169923,0.155165
2,197139682,206.259394,0.089471
2,197141271,206.338579,0.079185
2,197308473,206.454793,0.116214
2,197311189,206.630668,0.175875
2,197794166,206.74162,0.110952
2,197829981,206.810766,0.069146
2,198027506,206.892963,0.082197
2,198038952,206.962522,0.069559
2,198077025,206.983521,0.020999
2,198080380,207.063271,0.07975
2,198142210,207.089641,0.02637
2,198144002,207.174692,0.085051
2,198954774,207.26375,0.089058
2,198959372,207.339908,0.076158
2,199086265,207.39383,0.053922
2,199119197,207.486615,0.092785
2,199309378,207.652233,0.165618
2,199315765,207.72736,0.075127
2,199356073,207.745976,0.018616
2,199365358,207.814813,0.068837
2,199656443,207.932977,0.118164
2,199658565,208.096482,0.163505
2,199688838,208.172202,0.07572
2,200508819,208.338939,0.166737
2,200518102,208.408487,0.069548
2,201311772,208.624238,0.215751
2,201358423,208.733489,0.109251
2,201490349,208.752031,0.018542
2,201574835,208.883883,0.131852
2,201577287,209.006341,0.122458
2,201727773,209.12814,0.121799
2,202503225,209.27936,0.15122
2,202507232,209.365162,0.085802
2,202544076,209.461732,0.09657
2,202803860,209.639309,0.177577
2,202832094,209.754355,0.115046
2,202834249,209.866715,0.11236
2,202866693,209.999479,0.132764
2,203066419,210.103502,0.104023
2,204444331,210.227211,0.123709
2,204447071,210.285344,0.058133
2,204687712,210.40649,0.121146
2,204690355,210.45629,0.0498
2,204814676,210.49223,0.03594
2,204817281,210.600693,0.108463
2,205024671,210.732585,0.131892
2,205061536,210.839641,0.107056
2,205072783,211.146106,0.306465
2,205222127,211.316624,0.170518
2,205228510,211.441243,0.124619
2,205360687,211.549697,0.108454
2,205365299,211.678712,0.129015
2,205400216,211.750852,0.07214
2,205767971,211.899352,0.1485
2,205800578,212.025334,0.125982
2,206045927,212.151968,0.126634
2,206051516,212.227748,0.07578
2,206261359,212.405308,0.17756
2,206294418,212.931718,0.52641
2,206352365,213.192366,0.260648
2,206494560,213.288842,0.096476
2,206505305,213.345744,0.056902
2,206510949,213.488492,0.142748
2,206543736,213.511258,0.022766
2,206549479,213.586395,0.075137
2,206663942,213.82793,0.241535
2,206669214,213.950571,0.122641
2,206735305,214.023146,0.072575
2,206736522,214.103182,0.080036
2,206748062,214.143631,0.040449
2,206750687,214.216288,0.072657
2,206796064,214.27115,0.054862
2,206808059,214.496083,0.224933
2,206822533,214.624354,0.128271
2,207294516,214.773854,0.1495
2,207305654,214.841508,0.067654
2,207574333,214.949899,0.108391
2,207580309,214.994398,0.044499
2,207722425,215.057555,0.063157
2,207723830,215.149702,0.092147
2,207839506,215.225981,0.076279
2,207841680,215.339694,0.113713
2,208118483,215.530803,0.191109
2,208122001,215.664846,0.134043
2,208536536,215.836411,0.171565
2,208544582,215.931922,0.095511
2,208639876,215.986212,0.05429
2,208651612,216.134403,0.148191
2,208684341,216.331462,0.197059
2,208824051,216.413628,0.082166
2,208826456,216.490011,0.076383
2,208957750,216.539711,0.0497
2,209095543,216.847885,0.308174
2,209471702,216.972418,0.124533
2,209473559,217.03422,0.061802
2,209516560,217.057527,0.023307
2,209519485,217.150917,0.09339
2,209748709,217.227305,0.076388
2,209752968,217.284161,0.056856
2,209940909,217.311768,0.027607
2,209942078,217.394071,0.082303
2,210825251,217.602764,0.208693
2,210842141,217.762457,0.159693
2,210844176,217.867111,0.104654
2,211136612,217.890875,0.023764
2,211510528,218.039896,0.149021
2,211536846,218.097477,0.057581
2,211540863,218.202394,0.104917
2,211904482,218.427151,0.224757
2,211907289,218.563297,0.136146
2,212193442,218.688393,0.125096
2,212377759,218.886214,0.197821
2,212383520,219.20389,0.317676
2,212409676,219.235205,0.031315
2,212415917,219.392813,0.157608
2,212512446,219.483849,0.091036
2,212519028,219.563887,0.080038
2,212591484,219.733811,0.169924
2,212777601,219.863552,0.129741
2,212782803,219.981399,0.117847
2,212845461,220.040807,0.059408
2,212847371,220.09738,0.056573
2,213041364,220.218823,0.121443
2,213043927,220.316175,0.097352
2,213399917,220.578365,0.26219
2,213421764,220.763454,0.185089
2,213551094,220.812792,0.049338
2,213561598,221.056863,0.244071
2,213580723,221.131328,0.074465
2,213808562,221.325658,0.19433
2,214011940,221.403772,0.078114
2,214015745,221.467777,0.064005
2,214117303,221.57213,0.104353
2,214886433,221.694671,0.122541
2,214888568,221.758123,0.063452
2,215003311,221.803416,0.045293
2,215009358,221.891182,0.087766
2,215073935,221.913237,0.022055
2,215080096,221.979263,0.066026
2,215571889,222.235939,0.256676
2,215576391,222.372372,0.136433
2,215898145,222.534305,0.161933
2,215964050,222.600873,0.066568
2,215980718,222.718396,0.117523
2,216138448,222.871766,0.15337
2,216141618,222.958349,0.086583
2,216256707,223.023336,0.064987
2,216263366,223.100785,0.077449
2,216449620,223.240445,0.13966
2,216450969,223.341999,0.101554
2,216557733,223.553323,0.211324
2,216624977,223.583652,0.030329
2,216627933,223.654334,0.070682
2,216755489,223.763436,0.109102
2,216758854,223.829774,0.066338
2,216797325,223.890982,0.061208
2,216800372,223.958973,0.067991
2,216817509,223.972432,0.013459
2,216823328,224.116079,0.143647
2,216854321,224.171856,0.055777
2,216869780,224.35108,0.179224
2,216874573,224.545266,0.194186
2,217243369,224.726859,0.181593
2,217245937,224.842886,0.116027
2,217410559,224.903673,0.060787
2,217477844,225.067666,0.163993
2,217480229,225.156833,0.089167
2,217511100,225.194316,0.037483
2,217521648,225.432185,0.237869
2,217545618,225.447794,0.015609
2,217565967,225.682012,0.234218
2,217712981,225.79008,0.108068
2,217717319,225.878725,0.088645
2,217837588,225.984315,0.10559
2,217857450,226.164043,0.179728
2,217938519,226.224461,0.060418
2,217951726,226.412183,0.187722
2,217978557,226.44675,0.034567
2,217984660,226.617876,0.171126
2,218022073,226.637978,0.020102
2,218026864,226.728636,0.090658
2,218153472,226.779047,0.050411
2,218155812,226.874312,0.095265
2,218217618,226.908972,0.03466
2,218238881,226.993209,0.084237
2,218394278,227.070317,0.077108
2,218396460,227.139562,0.069245
2,218606004,227.216645,0.077083
2,218618574,227.338663,0.122018
2,218664633,227.364748,0.026085
2,218668732,227.499365,0.134617
2,218759674,227.651336,0.151971
2,218803329,227.903885,0.252549
2,218828035,227.936045,0.03216
2,218832951,228.085198,0.149153
2,218939511,228.225653,0.140455
2,218941916,228.280024,0.054371
2,219191569,228.336951,0.056927
2,219272294,228.477323,0.140372
2,219671598,228.51743,0.040107
2,219683797,228.682294,0.164864
2,219835093,228.758566,0.076272
2,219863656,228.929176,0.17061
2,220058272,229.006104,0.076928
2,220072852,229.087736,0.081632
2,220209814,229.146761,0.059025
2,220215537,229.211003,0.064242
2,220299272,229.259544,0.048541
2,220311039,229.365665,0.106121
2,220451901,229.521284,0.155619
2,220458205,229.645077,0.123793
2,220598327,229.76893,0.123853
2,220601839,229.953438,0.184508
2,220695321,230.011949,0.058511
2,220697170,230.111225,0.099276
2,220712045,230.135412,0.024187
2,220719013,230.360228,0.224816
2,220776816,230.399744,0.039516
2,220779861,230.528963,0.129219
2,220793239,230.614585,0.085622
2,220858704,230.644491,0.029906
2,220862496,230.738072,0.093581
2,221016421,230.8906,0.152528
2,221020873,230.945376,0.054776
2,221231270,231.066394,0.121018
2,221364660,231.233332,0.166938
2,221367107,231.288706,0.055374
2,221445322,231.306483,0.017777
2,221448460,231.459293,0.15281
2,221539821,231.485746,0.026453
2,221542433,231.578599,0.092853
2,221643603,231.602046,0.023447
2,221644928,231.677421,0.075375
2,221688078,231.733096,0.055675
2,221689783,231.841168,0.108072
2,221725744,231.86863,0.027462
2,221731360,232.033624,0.164994
2,221800201,232.082424,0.0488
2,221812691,232.20653,0.124106
2,222007110,232.35941,0.15288
2,222019583,232.51113,0.15172
2,222030838,232.532187,0.021057
2,222033115,232.618925,0.086738
2,222071255,232.63526,0.016335
2,222072535,232.694224,0.058964
2,222162733,232.735292,0.041068
2,222165248,232.811817,0.076525
2,222290027,232.918699,0.106882
2,222325331,233.026807,0.108108
2,222519992,233.135941,0.109134
2,222524442,233.325608,0.189667
2,222680025,233.416574,0.090966
2,222682694,233.574168,0.157594
2,222857113,233.666503,0.092335
2,222865746,233.891985,0.225482
2,222927229,233.935094,0.043109
2,222932490,233.994243,0.059149
2,222986114,234.025286,0.031043
2,222987121,234.096587,0.071301
2,223108399,234.168493,0.071906
2,223113740,234.301576,0.133083
2,223173474,234.381411,0.079835
2,223326448,234.406947,0.025536
2,223351343,234.566535,0.159588
2,223353446,234.726889,0.160354
2,223557529,234.822699,0.09581
2,223563644,234.960775,0.138076
2,223656014,235.060227,0.099452
2,223666190,235.140237,0.08001
2,223810580,235.184797,0.04456
2,223815920,235.256672,0.071875
2,224002355,235.444131,0.187459
2,224006491,235.562615,0.118484
2,224174980,235.654756,0.092141
2,224177150,235.723766,0.06901
2,224263028,235.791734,0.067968
2,224266374,235.860887,0.069153
2,224364255,235.893328,0.032441
2,224365812,235.968375,0.075047
2,224472252,236.02297,0.054595
2,224474315,236.10743,0.08446
2,224579920,236.184545,0.077115
2,224584078,236.318862,0.134317
2,224661371,236.415062,0.0962
2,224664050,236.467194,0.052132
2,224832346,236.505244,0.03805
2,224860216,236.627448,0.122204
2,224931733,236.68453,0.057082
2,224933383,236.800663,0.116133
2,225028919,236.935163,0.1345
2,225837435,237.260455,0.325292
2,225841360,237.396807,0.136352
2,225985821,237.505063,0.108256
2,225989070,237.590269,0.085206
2,226112786,237.632096,0.041827
2,226115125,237.724264,0.092168
2,226244452,237.793945,0.069681
2,226246957,237.911362,0.117417
2,226669669,238.057809,0.146447
2,226675676,238.242708,0.184899
2,226689600,238.437761,0.195053
2,226801844,238.451679,0.013918
2,226814991,238.569717,0.118038
2,226856150,238.573266,0.003549
2,226859891,238.654052,0.080786
2,227532464,239.037557,0.383505
2,227537341,239.151279,0.113722
2,227558737,239.175114,0.023835
2,227566750,239.402569,0.227455
2,227581580,239.4116,0.009031
2,227587546,239.51105,0.09945
2,227661043,239.549699,0.038649
2,227668941,239.695253,0.145554
2,227957614,239.74162,0.046367
2,227967265,239.822599,0.080979
2,228053572,239.99671,0.174111
2,228057792,240.153219,0.156509
2,228073937,240.279634,0.126415
2,228117466,240.349525,0.069891
2,228121147,240.479674,0.130149
2,228237898,240.550569,0.070895
2,228291911,240.691435,0.140866
2,228457117,240.722544,0.031109
2,228460244,240.829373,0.106829
2,228522954,240.940144,0.110771
2,228526100,241.078626,0.138482
2,228532825,241.169634,0.091008
2,228565656,241.184844,0.01521
2,228569190,241.34435,0.159506
2,228611104,241.504001,0.159651
2,228615752,241.648371,0.14437
2,228665114,241.714684,0.066313
2,228676594,241.828085,0.113401
2,228688489,241.835412,0.007327
2,228693582,241.919902,0.08449
2,228810228,241.979701,0.059799
2,228811987,242.114469,0.134768
2,228968841,242.176515,0.062046
2,228971884,242.225336,0.048821
2,229231976,242.311496,0.08616
2,229369758,242.430146,0.11865
2,229374126,242.559383,0.129237
2,229592304,242.627743,0.06836
2,229594355,242.691332,0.063589
2,229903121,242.830382,0.13905
2,229907323,242.928455,0.098073
2,229920520,242.953149,0.024694
2,229922254,243.053972,0.100823
2,229974594,243.19039,0.136418
2,229977865,243.292882,0.102492
2,230068152,243.351719,0.058837
2,230071368,243.417275,0.065556
2,230282624,243.584351,0.167076
2,230284241,243.683492,0.099141
2,230366707,243.786736,0.103244
2,230383826,243.877807,0.091071
2,230386043,244.017086,0.139279
2,230472910,244.093363,0.076277
2,230481637,244.231814,0.138451
2,230532873,244.341689,0.109875
2,230543317,244.576833,0.235144
2,230901647,244.633956,0.057123
2,230907854,244.699643,0.065687
2,231076289,244.895226,0.195583
2,231081384,244.982534,0.087308
2,231234020,245.041028,0.058494
2,231235886,245.104661,0.063633
2,231326201,245.222698,0.118037
2,231327430,245.303389,0.080691
2,231440375,245.412902,0.109513
2,231529222,245.657371,0.244469
2,231538087,245.804008,0.146637
2,231563376,245.902527,0.098519
2,231704107,245.943126,0.040599
2,231709953,246.034905,0.091779
2,231841302,246.358433,0.323528
2,231845762,246.531873,0.17344
2,231899031,246.638472,0.106599
2,232187155,246.709925,0.071453
2,232193032,246.847425,0.1375
2,232271284,246.884024,0.036599
2,232349636,247.035888,0.151864
2,232438298,247.062702,0.026814
2,232544906,247.263168,0.200466
2,232585470,247.410654,0.147486
2,232747461,247.456143,0.045489
2,232789239,247.548723,0.09258
2,232796610,247.66553,0.116807
2,233208988,247.737954,0.072424
2,233363431,247.961124,0.22317
2,233372850,248.059549,0.098425
2,233458679,248.117312,0.057763
2,233465281,248.258065,0.140753
2,233549020,248.476379,0.218314
2,233551530,248.570912,0.094533
2,233805812,248.642865,0.071953
2,233963969,248.943809,0.300944
2,233968153,249.038256,0.094447
2,233986596,249.158682,0.120426
2,234089949,249.204161,0.045479
2,234120556,249.32548,0.121319
2,234127321,249.449662,0.124182
2,234140554,249.543937,0.094275
2,234143244,249.701355,0.157418
2,234675567,249.846979,0.145624
2,234699086,249.907479,0.0605
2,234709540,250.10342,0.195941
2,234879853,250.29466,0.19124
2,234887432,250.423687,0.129027
2,234905719,250.445769,0.022082
2,234908909,250.546439,0.10067
2,234937260,250.578411,0.031972
2,234942536,250.668294,0.089883
2,234944043,250.784068,0.115774
2,235009790,250.842512,0.058444
2,235011203,250.905385,0.062873
2,235035720,250.917166,0.011781
2,235042102,251.019806,0.10264
2,235073458,251.043161,0.023355
2,235082918,251.264888,0.221727
2,235147966,251.32529,0.060402
2,235153682,251.425445,0.100155
2,235247521,251.60244,0.176995
2,235270991,251.795845,0.193405
2,235366951,251.909956,0.114111
2,235373114,251.991406,0.08145
2,235395795,252.008223,0.016817
2,235401020,252.135942,0.127719
2,235419415,252.174724,0.038782
2,235432085,252.292418,0.117694
2,235477886,252.342805,0.050387
2,235504199,252.490177,0.147372
2,235516424,252.726733,0.236556
2,235626316,252.861067,0.134334
2,235628051,252.954721,0.093654
2,235794359,253.255919,0.301198
2,235806200,253.952246,0.696327
2,235863643,254.013555,0.061309
2,235900171,254.153403,0.139848
2,235938690,254.188371,0.034968
2,235947293,254.362408,0.174037
2,235967364,254.457185,0.094777
2,235974114,254.684286,0.227101
2,236040306,254.808061,0.123775
2,236044977,254.993486,0.185425
2,236065853,255.00466,0.011174
2,236069243,255.122345,0.117685
2,236200690,255.257198,0.134853
2,236213037,255.403066,0.145868
2,236228570,255.415545,0.012479
2,236234442,255.506681,0.091136
2,236276440,255.531489,0.024808
2,236282912,255.681043,0.149554
2,236373760,255.796363,0.11532
2,236377559,255.916731,0.120368
2,236512422,256.065702,0.148971
2,236532886,256.17507,0.109368
2,236617582,256.21816,0.04309
2,236621416,256.291921,0.073761
2,236766825,256.370755,0.078834
2,236769249,256.426942,0.056187
2,236834529,256.473889,0.046947
2,236836481,256.565024,0.091135
2,236950634,256.641592,0.076568
2,236952594,256.767313,0.125721
2,236960197,256.857319,0.090006
2,237009511,256.880983,0.023664
2,237017324,256.953863,0.07288
2,237195419,257.187588,0.233725
2,237204719,257.358489,0.170901
2,237223399,257.371614,0.013125
2,237231762,257.451932,0.080318
2,237398836,257.495356,0.043424
2,237402565,257.622739,0.127383
2,237446353,257.671987,0.049248
2,237450912,257.735305,0.063318
2,237573900,257.936407,0.201102
2,237575172,258.005987,0.06958
2,237691825,258.209706,0.203719
2,237695301,258.308243,0.098537
2,237740508,258.419342,0.111099
2,237947288,258.636576,0.217234
2,237951984,258.750484,0.113908
2,238094012,258.78506,0.034576
2,238208652,258.983889,0.198829
2,238210623,259.119773,0.135884
2,238265268,259.209606,0.089833
2,238274828,259.287186,0.07758
2,238327751,259.355896,0.06871
2,238334012,259.457145,0.101249
2,238447168,259.594542,0.137397
2,238458180,259.722624,0.128082
2,238501376,259.813,0.090376
2,238503066,259.902376,0.089376
2,238648510,260.166927,0.264551
2,238756929,260.222404,0.055477
2,238762405,260.3015,0.079096
2,238809915,260.446688,0.145188
2,238812036,260.560207,0.113519
2,238870583,260.755629,0.195422
2,239035853,260.818533,0.062904
2,239041595,260.914445,0.095912
2,239066379,261.005585,0.09114
2,239121733,261.022307,0.016722
2,239128117,261.091221,0.068914
2,239458607,261.212524,0.121303
2,239525212,261.343194,0.13067
2,239637675,261.430692,0.087498
2,239640387,261.542624,0.111932
2,239751204,261.680309,0.137685
2,239837458,262.021976,0.341667
2,239916135,262.154472,0.132496
2,239929406,262.295187,0.140715
2,239946756,262.341047,0.04586
2,239954199,262.618011,0.276964
2,240040446,262.766564,0.148553
2,240075545,262.895526,0.128962
2,240181872,262.980359,0.084833
2,240184867,263.044745,0.064386
2,240324316,263.142247,0.097502
2,240331004,263.268085,0.125838
2,240455121,263.491858,0.223773
2,240475501,263.622478,0.13062
2,240483734,263.800244,0.177766
2,240490213,263.816939,0.016695
2,240492722,263.929439,0.1125
2,240619908,264.073673,0.144234
2,240632628,264.326281,0.252608
2,240741278,264.528026,0.201745
2,240745718,264.647465,0.119439
2,240782853,264.679712,0.032247
2,240849333,264.932498,0.252786
2,240851647,265.0412,0.108702
2,240882267,265.124368,0.083168
2,240967561,265.146724,0.022356
2,240972120,265.326434,0.17971
2,240995216,265.409622,0.083188
2,241085226,265.481474,0.071852
2,241092808,265.643529,0.162055
2,241108454,265.680224,0.036695
2,241113452,265.890525,0.210301
2,241168633,265.949989,0.059464
2,241176022,266.07478,0.124791
2,241382083,266.343056,0.268276
2,241386410,266.40612,0.063064
2,241453833,266.460444,0.054324
2,241463453,266.548035,0.087591
2,241559339,266.676348,0.128313
2,241563652,266.799463,0.123115
2,241652703,266.90685,0.107387
2,241684692,267.04778,0.14093
2,241911027,267.207651,0.159871
2,241913553,267.323065,0.115414
2,241956770,267.419826,0.096761
2,242147924,267.558922,0.139096
2,242153671,267.628728,0.069806
2,242445336,267.717494,0.088766
2,242486521,267.7958,0.078306
2,242511547,267.927692,0.131892
2,242758179,268.216674,0.288982
2,242917524,268.767087,0.550413
2,243090997,268.839622,0.072535
3,61113,0,0
3,378069,0.273742,0.273742
3,418585,0.396626,0.122884
3,452387,0.629084,0.232458
3,675900,0.818772,0.189688
3,678347,0.925203,0.106431
3,920346,1.109814,0.184611
3,927360,1.21404,0.104226
3,1091110,1.411015,0.196975
3,1160515,1.653723,0.242708
3,1165372,1.747097,0.093374
3,1293342,1.880427,0.13333
3,1347068,2.108133,0.227706
3,1440911,2.26552,0.157387
3,1448641,2.371239,0.105719
3,1526976,2.46829,0.097051
3,1530388,2.646091,0.177801
3,1623884,2.754282,0.108191
3,1626409,2.821801,0.067519
3,1707030,2.946156,0.124355
3,1708321,3.040054,0.093898
3,2036052,3.46327,0.423216
3,2041956,3.525606,0.062336
3,2142536,3.682456,0.15685
3,2146505,3.80208,0.119624
3,2159833,3.873853,0.071773
3,2331459,4.022875,0.149022
3,2335062,4.085708,0.062833
3,2426089,4.181735,0.096027
3,2427611,4.314323,0.132588
3,2439211,4.384555,0.070232
3,2518005,4.422814,0.038259
3,2600804,4.576417,0.153603
3,2609580,4.794302,0.217885
3,2614879,4.807593,0.013291
3,2617404,4.901974,0.094381
3,2725060,5.168405,0.266431
3,2727523,5.229263,0.060858
3,2748389,5.278408,0.049145
3,2752024,5.41276,0.134352
3,2769392,5.437052,0.024292
3,2771752,5.572066,0.135014
3,2822150,5.686591,0.114525
3,2826545,5.77139,0.084799
3,2862414,5.844091,0.072701
3,2863963,5.944847,0.100756
3,2881575,5.978083,0.033236
3,2886527,6.135413,0.15733
3,2895621,6.150838,0.015425
3,2897822,6.230278,0.07944
3,2921404,6.315785,0.085507
3,2930924,6.44525,0.129465
3,2990978,6.577693,0.132443
3,2992622,6.705854,0.128161
3,3012466,6.858908,0.153054
3,3043267,6.92556,0.066652
3,3048519,7.006517,0.080957
3,3078840,7.046135,0.039618
3,3081544,7.167345,0.12121
3,3099174,7.209935,0.04259
3,3101524,7.342128,0.132193
3,3126727,7.466815,0.124687
3,3139957,7.843291,0.376476
3,3158485,7.925851,0.08256
3,3171502,8.110239,0.184388
3,3240356,8.142963,0.032724
3,3259432,8.32984,0.186877
3,3363379,8.509175,0.179335
3,3366612,8.585802,0.076627
3,3403133,8.613296,0.027494
3,3418355,8.709939,0.096643
3,3529055,8.79892,0.088981
3,3557456,8.912025,0.113105
3,3560143,9.126275,0.21425
3,3586131,9.197188,0.070913
3,3588417,9.33332,0.136132
3,3699874,9.529412,0.196092
3,3701096,9.600122,0.07071
3,3741831,9.693804,0.093682
3,3745964,9.757067,0.063263
3,3798319,9.816429,0.059362
3,3801627,9.890403,0.073974
3,3839711,9.958444,0.068041
3,3844692,10.021821,0.063377
3,4105446,10.273079,0.251258
3,4108261,10.447651,0.174572
3,4430024,10.65818,0.210529
3,4432033,10.777716,0.119536
3,4565456,10.900132,0.122416
3,4588300,11.049514,0.149382
3,4608360,11.068322,0.018808
3,4611452,11.231205,0.162883
3,4665228,11.371884,0.140679
3,4666434,11.443275,0.071391
3,4695680,11.51494,0.071665
3,4698203,11.633815,0.118875
3,4777544,11.7555,0.121685
3,4782503,11.85373,0.09823
3,4791679,11.875382,0.021652
3,4793520,11.94558,0.070198
3,4837269,12.04337,0.09779
3,4852238,12.226679,0.183309
3,4876661,12.289951,0.063272
3,4880300,12.474393,0.184442
3,4923848,12.508191,0.033798
3,5060210,12.856685,0.348494
3,5082955,13.097822,0.241137
3,5107167,13.148357,0.050535
3,5122629,13.352699,0.204342
3,5148635,13.406713,0.054014
3,5164769,13.576492,0.169779
3,5270654,13.686455,0.109963
3,5282534,13.806704,0.120249
3,5367819,13.923871,0.117167
3,5375009,14.023839,0.099968
3,5410310,14.052113,0.028274
3,5417548,14.152354,0.100241
3,5496096,14.270721,0.118367
3,5499405,14.437561,0.16684
3,5564805,14.521976,0.084415
3,5571721,14.589434,0.067458
3,5576500,14.72285,0.133416
3,5595582,14.748488,0.025638
3,5597045,14.812753,0.064265
3,5712751,14.925561,0.112808
3,5741702,15.057795,0.132234
3,5798192,15.114005,0.05621
3,5802763,15.434898,0.320893
3,5884714,15.540571,0.105673
3,5901663,15.649473,0.108902
3,6081942,15.774056,0.124583
3,6084766,15.893932,0.119876
3,6136018,15.994658,0.100726
3,6138394,16.127896,0.133238
3,6225016,16.21571,0.087814
3,6227785,16.320959,0.105249
3,6249925,16.408848,0.087889
3,6421034,16.524718,0.11587
3,6423320,16.663134,0.138416
3,6436873,16.801811,0.138677
3,6487520,16.910599,0.108788
3,6724424,16.989568,0.078969
3,6728877,17.064361,0.074793
3,6841868,17.214908,0.150547
3,6845968,17.326671,0.111763
3,6867518,17.355969,0.029298
3,6873267,17.495549,0.13958
3,6903297,17.543001,0.047452
3,6907193,17.649141,0.10614
3,6923647,17.668625,0.019484
3,6925815,17.766341,0.097716
3,7004146,17.830738,0.064397
3,7006960,18.016496,0.185758
3,7014131,18.039454,0.022958
3,7017919,18.137109,0.097655
3,7026273,18.161436,0.024327
